-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,512,513,514,515,512,513,514,515,512,513,514,515,512,513,514,515,-1,-1,-1,-1,-1,-1,-1,-1,512,513,514,515,512,513
512,513,514,515,512,513,514,515,512,513,514,515,512,513,514,515,512,513,514,515,544,545,546,547,544,545,546,547,544,545,546,547,544,545,546,547,512,513,514,515,512,513,514,515,544,545,546,547,544,545
544,545,546,547,544,545,546,547,544,545,546,547,544,545,546,547,544,545,546,547,576,577,578,579,576,577,578,579,576,577,578,579,576,577,578,579,544,545,546,547,544,545,546,547,576,577,578,579,576,577
576,577,578,579,576,577,578,579,576,577,578,579,576,577,578,579,576,577,578,579,608,609,610,611,608,609,610,611,608,609,610,611,608,609,610,611,576,577,578,579,576,577,578,579,608,609,610,611,386,609
608,609,610,611,608,609,610,611,608,609,610,611,608,609,610,611,608,609,610,611,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,608,609,610,611,608,609,610,611,-1,-1,416,417,418,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,448,449,450,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,480,481,482,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,384,385,386,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,338,339,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,416,417,418,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,370,371,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,206,207,208,209,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,448,449,450,-1
