0,1,2,3,4,5,6,7,8,9,0,1,2,3,4,5,6,7,8,9,0,1,2,3,4,5,6,7,8,9,0,1,2,3,4,5,6,7,8,9,0,1,2,3,4,5,6,7,8,9
32,33,34,35,36,37,38,39,40,41,32,33,34,35,36,37,38,39,40,41,32,33,34,35,36,37,38,39,40,41,32,33,34,35,36,37,38,39,40,41,32,33,34,35,36,37,38,39,40,41
64,65,66,67,68,69,70,71,72,73,64,65,66,67,68,69,70,71,72,73,64,65,66,67,68,69,70,71,72,73,64,65,66,67,68,69,70,71,72,73,64,65,66,67,68,69,70,71,72,73
96,97,98,99,100,101,102,103,104,105,96,97,98,99,100,101,102,103,104,105,96,97,98,99,100,101,102,103,104,105,96,97,98,99,100,101,102,103,104,105,96,97,98,99,100,101,102,103,104,105
128,129,130,131,132,133,134,135,136,137,128,129,130,131,132,133,134,135,136,137,128,129,130,131,132,133,134,135,136,137,128,129,130,131,132,133,134,135,136,137,128,129,130,131,132,133,134,135,136,137
160,161,162,163,164,165,166,167,168,169,160,161,162,163,164,165,166,167,168,169,160,161,162,163,164,165,166,167,168,169,160,161,162,163,164,165,166,167,168,169,160,161,162,163,164,165,166,167,168,169
0,1,2,3,4,5,6,7,8,9,0,1,2,3,4,5,6,7,8,9,0,1,2,3,4,5,6,7,8,9,0,1,2,3,4,5,6,7,8,9,0,1,2,3,4,5,6,7,8,9
32,33,34,35,36,37,38,39,40,41,32,33,34,35,36,37,38,39,40,41,32,33,34,35,36,37,38,39,40,41,32,33,34,35,36,37,38,39,40,41,32,33,34,35,36,37,38,39,40,41
64,65,66,67,68,69,70,71,72,73,64,65,66,67,68,69,70,71,72,73,64,65,66,67,68,69,70,71,72,73,64,65,66,67,68,69,70,71,72,73,64,65,66,67,68,69,70,71,72,73
96,97,98,99,100,101,102,103,104,105,96,97,98,99,100,101,102,103,104,105,96,97,98,99,100,101,102,103,104,105,96,97,98,99,100,101,102,103,104,105,96,97,98,99,100,101,102,103,104,105
128,129,130,131,132,133,134,135,136,137,128,129,130,131,132,133,134,135,136,137,128,129,130,131,132,133,134,135,136,137,128,129,130,131,132,133,134,135,136,137,128,129,130,131,132,133,134,135,136,137
160,161,162,163,164,165,166,167,168,169,160,161,162,163,164,165,166,167,168,169,160,161,162,163,164,165,166,167,168,169,160,161,162,163,164,165,166,167,168,169,160,161,162,163,164,165,166,167,168,169
0,1,2,3,4,5,6,7,8,9,0,1,2,3,4,5,6,7,8,9,0,1,2,3,4,5,6,7,8,9,0,1,2,3,4,5,6,7,8,9,0,1,2,3,4,5,6,7,8,9
32,33,34,35,36,37,38,39,40,41,32,33,34,35,36,37,38,39,40,41,32,33,34,35,36,37,38,39,40,41,32,33,34,35,36,37,38,39,40,41,32,33,34,35,36,37,38,39,40,41
64,65,66,67,68,69,70,71,72,73,64,65,66,67,68,69,70,71,72,73,64,65,66,67,68,69,70,71,72,73,64,65,66,67,68,69,70,71,72,73,64,65,66,67,68,69,70,71,72,73
96,97,98,99,100,101,102,103,104,105,96,97,98,99,100,101,102,103,104,105,96,97,98,99,100,101,102,103,104,105,96,97,98,99,100,101,102,103,104,105,96,97,98,99,100,101,102,103,104,105
128,129,130,131,132,133,134,135,136,137,128,129,130,131,132,133,134,135,136,137,128,129,130,131,132,133,134,135,136,137,128,129,130,131,132,133,134,135,136,137,128,129,130,131,132,133,134,135,136,137
160,161,162,163,164,165,166,167,168,169,160,161,162,163,164,165,166,167,168,169,160,161,162,163,164,165,166,167,168,169,160,161,162,163,164,165,166,167,168,169,160,161,162,163,164,165,166,167,168,169
